1	-0.00374206	-0.000558565	-0.222561	0.0132309
2	0.00348631	-0.00482647	0.0353697	-0.000452611
3	-0.000464111	-0.00258322	-0.0468167	-0.000966349
4	-2.37183e-06	0.00302122	0.0826148	-0.000162612
5	0.000995408	-0.00306445	-0.00142713	0.000149982
6	0.00417105	-0.000842654	-0.0498217	0.000361859
7	0.000671537	0.000686073	-0.0423706	-0.000133005
8	0.000438266	-7.10561e-05	-0.0517269	-0.00153726
9	0.00342306	0.00423392	0.150431	-0.000263221
10	-0.00262431	-0.00167613	-0.22466	0.00113426
11	-0.000584386	-0.000104405	0.0904714	-0.00213338
12	0.00194845	0.000250472	-0.0887545	0.00013004
13	-0.00183196	0.00325749	0.0844433	-0.00131365
14	0.00456958	0.00211912	-0.046655	0.00054517
15	-0.00187591	-0.00389252	0.0492696	0.000953741
16	-0.00507739	-0.000181672	-0.0784512	0.00171496
17	-0.0014131	-0.000591672	-0.0602536	0.00166562
18	-0.00394799	0.00210444	0.0198079	-0.000920449
19	-0.000705799	0.00350041	0.0938202	0.000729822
20	-8.09521e-05	0.00126755	-0.171345	0.0010388
21	9.98987e-05	-0.00114283	0.0165623	0.00108531
22	0.000571737	-0.00111352	-0.0824504	0.000722925
23	0.00339016	0.00236066	-0.0390831	-0.000507081
24	-0.0075546	-0.00206049	0.105712	0.00100288
25	-0.00146832	-0.00128091	-0.186923	0.00117086
26	0.000655314	0.000299974	-0.0131135	0.000290132
27	-0.00463028	0.00051287	0.143135	0.00263815
28	-0.00339643	0.00582829	0.0788442	0.000313385
29	-0.00054144	0.00275518	-0.0765523	0.000742883
30	0.00194785	0.00288072	0.179553	0.00166286
31	-0.00114918	0.00639906	-0.031679	0.000543317
32	-0.00322547	-0.000882597	0.0658221	0.000238969
33	0.00310201	0.00628928	0.0495556	0.00123708
34	0.00571511	-0.00211102	-0.102983	0.00150908
35	-0.00215939	0.00285589	0.0566309	-0.00295521
36	-0.00220956	-0.000198127	-0.0231914	-0.000401372
37	0.0021248	-0.00129976	0.0756913	-0.00251627
38	-0.00151783	-0.00503859	-0.0160128	0.00113111
39	0.000374638	0.00512213	-0.0831517	0.000812771
40	-0.00162869	-0.00399013	-0.00124233	0.00132988
41	0.000216436	-0.000402932	0.0762366	0.000997982
42	0.00167749	-0.000446059	0.0242227	0.00229766
43	0.000551089	-0.00227997	-0.0383576	0.000966696
44	-1.7399e-05	-0.00599059	-0.0323498	0.00029283
45	-0.00138282	-0.00357349	-0.0363742	0.00100866
46	0.00358125	0.00377082	0.0548077	0.00339046
47	0.00499628	0.00202309	-0.126058	0.00180138
48	0.00182267	0.000513806	-0.00912617	0.000745619
49	0.00425742	0.000254829	-0.0596156	0.00148342
50	-0.00495739	0.00201922	-0.0355831	0.000819247
51	-0.00518781	-0.00643214	0.0568821	0.000752024
52	0.00117829	0.0029089	-0.00595842	0.00190688
53	0.00150914	2.20963e-07	-0.141907	0.00198748
54	-0.00665241	0.00111916	0.0986372	0.00114077
55	0.00608693	-0.0018577	-0.0430382	0.00147871
56	-0.00513911	0.00414857	0.0704865	0.00141358
57	-0.00414673	-0.00506288	0.00811879	0.0017425
58	0.00084064	0.00318171	-0.13767	0.00269664
59	0.00126479	0.00309778	0.131989	0.00198858
60	0.00371835	0.00105352	-0.0612907	0.00212314
61	0.00016328	6.21808e-05	0.13382	0.00183467
62	3.78978e-05	0.0013164	-0.130497	0.00132152
63	0.000643402	0.00116918	0.133773	0.00120219
64	0.00167516	-0.0031716	-0.061271	0.00327506
65	0.00103563	-0.00137701	0.131976	0.00196146
66	0.00457075	-0.00307489	-0.137589	0.00213623
67	0.000376196	0.00299264	0.00814477	0.00129798
68	0.000298494	0.00338964	0.070441	0.0020884
69	0.00443979	0.00481324	-0.0430892	0.00238681
70	0.00512149	-0.000676282	0.0986765	0.00183772
71	0.00231691	0.00456784	-0.141991	0.000490366
72	-0.00209788	-0.000895449	-0.00601429	0.00224954
73	-0.00362046	-0.00120445	0.056913	0.00166253
74	0.000456579	3.73648e-05	-0.0355905	0.000370939
75	0.00493284	-0.000361174	-0.0595113	0.00182249
76	-0.000954913	0.000533965	-0.00911724	0.00183975
77	0.00321927	-0.00327161	-0.126155	-2.83993e-05
78	0.000260629	-0.00344821	0.0547737	-0.00605787
79	0.00293026	-0.00335243	-0.0363677	0.00159843
80	0.00153926	0.00463253	-0.0323644	0.00216906
81	0.00112183	-0.000936883	-0.0383788	0.00226583
82	-0.00402487	-0.00227369	0.0242636	0.00193132
83	0.00487168	-0.00202409	0.0762668	0.00314829
84	-0.00106567	-0.00138439	-0.0012586	0.00301787
85	0.00137202	-0.00397955	-0.0831817	0.00226523
86	0.00522127	0.00239681	-0.0160132	0.00228574
87	-0.0031169	0.000246178	0.0755749	0.00284868
88	-0.00181777	0.0010843	-0.0232914	0.00309488
89	-0.00516121	-0.00178588	0.056626	0.00282519
90	0.00495557	-0.00187234	-0.102943	0.00288397
91	-0.000173169	0.00339802	0.0495668	0.00256139
92	0.00228815	0.00440208	0.0658569	0.0029474
93	0.00244244	-0.00112985	-0.0318032	0.0030142
94	-0.00428239	-0.000772931	0.179622	0.00243665
95	-4.81469e-05	-0.00024015	-0.0765742	0.00242497
96	0.00329264	-0.000618627	0.0788223	0.00217974
97	-0.00398855	-0.00083256	0.143287	0.00353402
98	-0.000550704	-0.00195678	-0.0130754	0.00286602
99	-0.00954958	-0.00209053	-0.186844	0.0028499
100	-0.00228974	0.000278452	0.105767	0.00189795
