1	-0.00144333
2	-0.00065584
3	-0.000231237
4	0.000758468
5	-0.00396571
6	0.00147039
7	-4.2895e-05
8	-0.00390073
9	-0.00636513
10	-0.00332635
11	0.00193909
12	-5.09561e-05
13	-0.00121191
14	-0.00366648
15	-0.00316978
16	-0.000919994
17	0.00372545
18	0.00140562
19	0.00483934
20	-0.00242471
21	0.00154073
22	-0.00121021
23	0.0021229
24	-0.000484187
25	0.00132187
26	-0.00113071
27	-0.00279635
28	0.000722606
29	-0.00150772
30	0.00290054
31	-0.00425469
32	0.000676705
33	0.00168136
34	-0.00690496
35	-4.12652e-05
36	-0.00695006
37	-0.00255725
38	-0.0032998
39	-0.00182785
40	-0.00202339
41	-0.00179747
42	0.00238921
43	-0.00171936
44	0.00564811
45	-0.00318508
46	0.00021117
47	0.00075929
48	-0.000548591
49	0.000553158
50	-0.000349741
51	0.000519382
52	-0.000583761
53	0.00382945
54	-0.00358776
55	-0.00153187
56	-0.000163138
57	-0.00316086
58	-0.000121228
59	-0.00335507
60	-0.00398544
61	0.00528626
62	-0.000767605
63	0.00371365
64	0.00313059
65	0.0027399
66	5.516e-05
67	-0.00406623
68	0.000847669
69	-0.00503148
70	0.000875472
71	-0.00270653
72	0.00112477
73	-0.0118026
74	-0.00523774
75	0.0061815
76	-0.00171491
77	-0.000162206
78	-0.0030874
79	0.000131103
80	0.000986887
81	0.000521218
82	-0.00559786
83	-0.00154059
84	0.000251686
85	-0.00133343
86	-0.000375389
87	0.00153862
88	0.00101269
89	0.000456763
90	-0.00579896
91	0.00213341
92	0.00757314
93	-0.000621148
94	0.00382544
95	-0.00540772
96	-0.00536265
97	0.000437539
98	-0.000372555
99	-0.00608743
100	0.00012831
