1	0.000581234
2	0.00446775
3	0.00310292
4	-0.00679152
5	-0.00418752
6	0.00545734
7	0.00181537
8	0.00125261
9	0.000820152
10	0.00189526
11	0.00134389
12	-0.00211553
13	-0.0012162
14	-0.0019377
15	-0.000678602
16	-0.000404919
17	0.00336128
18	0.00138968
19	-0.00233999
20	-0.00148835
21	0.00331567
22	0.00198341
23	-0.00397015
24	-0.0047064
25	-0.00361994
26	0.000546043
27	0.000488814
28	0.00222307
29	0.00502739
30	0.00220456
31	-0.00349165
32	0.00228366
33	-0.0071416
34	0.000980989
35	0.00935494
36	0.0016358
37	-0.0025563
38	0.00131288
39	0.00145497
40	0.00618141
41	-0.000872618
42	-0.00142247
43	0.00176489
44	-0.0053357
45	0.000689675
46	-0.000374824
47	0.00592062
48	0.00210838
49	0.00014952
50	-0.000922408
51	0.00476004
52	0.00469351
53	0.00386201
54	0.000379985
55	0.0058838
56	0.00693517
57	0.000157727
58	-2.13964e-05
59	-0.00315612
60	-0.000712342
61	0.00604585
62	0.00442232
63	-0.00245275
64	-0.000815447
65	-0.00407519
66	-0.000534827
67	-0.00384733
68	-0.00161256
69	0.0064577
70	0.00343119
71	0.00229952
72	0.00348409
73	0.00180251
74	0.00254912
75	-0.000408234
76	0.0052701
77	0.00610517
78	0.00755546
79	0.00289774
80	0.000562426
81	0.00120714
82	0.00443913
83	0.0029355
84	0.00461955
85	0.00573817
86	-0.00321046
87	0.00313954
88	-0.00437455
89	0.00352725
90	0.00187796
91	0.00236017
92	-0.000765279
93	-0.000357662
94	0.00710103
95	-0.00177696
96	0.00433467
97	0.00556681
98	0.0043692
99	0.0105686
100	-0.000707178
